Egg-Nog - Classic Cooked,"In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.",Optional alcohol,Pitcher,"Egg,Sugar,Salt,Milk,Vanilla extract",https://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg
Empellón Cocina's Fat-Washed Mezcal,"To ensure that your pork fat is just as delicious as theirs, here’s their adobo marinade and what to do with it (you’ll also need a rack of ribs):

4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.

Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and purée until smooth.

Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.

If you’re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.

Once you’ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don’t have a chinoise, try a fine mesh strainer, or if you don’t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.

The mezcal is now ready for drinking, straight-up or in a cocktail. 

Habanero tincture

Slice habaneros and add 2 ounces Ilegal Joven mezcal.
Allow to sit overnight or until desired level of heat is achieved.
Cocktail

Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.
Strain into chilled coupe.
Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.
Garnish with 5 drops habanero tincture.",Alcoholic,Beer Glass,"Mezcal,Chocolate liqueur,Coffee liqueur",https://www.thecocktaildb.com/images/media/drink/osgvxt1513595509.jpg
Frosé,"Step 1
Pour rosé into a 13x9"" pan and freeze until almost solid (it won't completely solidify due to the alcohol), at least 6 hours.

Step 2
Meanwhile, bring sugar and ½ cup water to a boil in a medium saucepan; cook, stirring constantly, until sugar dissolves, about 3 minutes. Add strawberries, remove from heat, and let sit 30 minutes to infuse syrup with strawberry flavor. Strain through a fine-mesh sieve into a small bowl (do not press on solids); cover and chill until cold, about 30 minutes.

Step 3
Scrape rosé into a blender. Add lemon juice, 3½ ounces strawberry syrup, and 1 cup crushed ice and purée until smooth. Transfer blender jar to freezer and freeze until frosé is thickened (aim for milkshake consistency), 25–35 minutes.

Step 4
Blend again until frosé is slushy. Divide among glasses.

Step 5
Do Ahead: Rosé can be frozen 1 week ahead.",Alcoholic,Cocktail glass,"Rose,Sugar,Strawberries,Lemon Juice",https://www.thecocktaildb.com/images/media/drink/b4cadp1619695347.jpg
Frappé,"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.",Non alcoholic,Highball Glass,"Coffee,Milk,Sugar",https://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg
Foxy Lady,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",Alcoholic,Cocktail glass,"Amaretto,Creme de Cacao,Light cream",https://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg
French 75,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",Alcoholic,Collins glass,"Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry",https://www.thecocktaildb.com/images/media/drink/hrxfbl1606773109.jpg
Figgy Thyme,"In a lewis bag, crush up some ice like a baller/maniac (@glacioice). Pour your precious ice into a collins glass. In a cocktail shaker, muddle the figs and thyme together. Add honey vodka, lemon juice, and a large ice cube (@glacioice). Shake until well chilled, and strain into glass. Add tonic water and finally 2 dashes of angostura bitters. Garnish with sliced figs and thyme.",Alcoholic,Highball glass,"Vodka,Honey,Figs,Thyme,Angostura Bitters,Tonic Water",https://www.thecocktaildb.com/images/media/drink/pbw4e51606766578.jpg
Frisco Sour,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,Alcoholic,Whiskey sour glass,"Blended whiskey,Benedictine,Lemon,Lime,Lemon,Lime",https://www.thecocktaildb.com/images/media/drink/acuvjz1582482022.jpg
Fruit Shake,Blend til smooth.,Non alcoholic,Highball Glass,"Yoghurt,Banana,Orange juice,Fruit,Ice",https://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg
Fruit Cooler,"Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve.",Non alcoholic,Highball Glass,"Apple juice,Strawberries,Sugar,Lemon,Apple,Soda water,Ice",https://www.thecocktaildb.com/images/media/drink/i3tfn31484430499.jpg
Freddy Kruger,make it an ample size shot!!,Alcoholic,Shot glass,"Jägermeister,Sambuca,Vodka",https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg
Funk and Soul,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.,Alcoholic,Collins glass,"Rum,Apricot Nectar,Pomegranate juice,lemon,Soda Water",https://www.thecocktaildb.com/images/media/drink/qtv83q1596015790.jpg
Fuzzy Asshole,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,Alcoholic,Coffee mug,"Coffee,Peach schnapps",https://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg
French Martini,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,Alcoholic,Cocktail glass,"Vodka,Raspberry Liqueur,pineapple juice",https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg
French Negroni,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",Alcoholic,Martini Glass,"Gin,Lillet,Sweet Vermouth,Orange Peel",https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg
Fahrenheit 5000,Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.,Alcoholic,Shot glass,"Firewater,Absolut Peppar,Tabasco sauce",https://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg
Flying Dutchman,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",Alcoholic,Old-fashioned glass,"Gin,Triple sec",https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg
Frozen Daiquiri,"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve.",Alcoholic,Champagne flute,"Light rum,Triple sec,Lime juice,Sugar,Cherry,Ice",https://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg
Fruit Flip-Flop,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Non alcoholic,Highball Glass,"Yoghurt,Fruit juice",https://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg
Flying Scotchman,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Scotch,Sweet Vermouth,Bitters,Sugar syrup",https://www.thecocktaildb.com/images/media/drink/q53l911582482518.jpg
French Connection,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Alcoholic,Old-fashioned glass,"Cognac,Amaretto",https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg
Flaming Dr. Pepper,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",Alcoholic,Collins Glass,"Amaretto,Vodka,151 proof rum,Dr. Pepper,Beer",https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg
Flaming Lamborghini,"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",Alcoholic,Cocktail glass,"Kahlua,Sambuca,Blue Curacao,Baileys irish cream",https://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg
Flander's Flake-Out,Bang 'em both in.,Alcoholic,Collins Glass,"Sambuca,Sarsaparilla",https://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg
Frozen Mint Daiquiri,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,Alcoholic,Old-fashioned glass,"Light rum,Lime juice,Mint,Sugar",https://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg
Frozen Pineapple Daiquiri,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.,Alcoholic,Cocktail Glass,"Light rum,Pineapple,Lime juice,Sugar",https://www.thecocktaildb.com/images/media/drink/k3aecd1582481679.jpg
GG,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,Optional alcohol,Collins Glass,"Galliano,Ginger ale,Ice",https://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg
Gimlet,"Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.",Alcoholic,Martini Glass,"Gin,Lime Juice,Sugar Syrup,Lime",https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg
Godchild,"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.",Alcoholic,Champagne flute,"Vodka,Amaretto,Heavy cream",https://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg
Gin Fizz,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",Alcoholic,Highball glass,"Gin,Lemon,Powdered sugar,Carbonated water",https://www.thecocktaildb.com/images/media/drink/drtihp1606768397.jpg
Gin Sour,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Alcoholic,Whiskey sour glass,"Gin,Lemon juice,Sugar,Orange,Maraschino cherry",https://www.thecocktaildb.com/images/media/drink/noxp7e1606769224.jpg
Gagliardo,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",Alcoholic,Cocktail glass,"Peach Vodka,Lemon juice,Galliano,Sirup of roses",https://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg
Godmother,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,Alcoholic,Old-fashioned glass,"Vodka,Amaretto",https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg
Godfather,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Alcoholic,Old-fashioned glass,"Scotch,Amaretto",https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg
Gluehwein,"Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.",Optional alcohol,Irish coffee cup,"Red wine,Water,Sugar,Cinnamon,Cloves,Lemon peel",https://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg
Gin Tonic,"Fill a highball glass with ice, pour the gin, top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge.",Alcoholic,Highball glass,"Gin,Tonic Water,Lemon Peel,Ice",https://www.thecocktaildb.com/images/media/drink/qcgz0t1643821443.jpg
Gin Toddy,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",Alcoholic,Old-fashioned glass,"Gin,Water,Powdered sugar,Lemon peel",https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg
Gin Smash,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",Alcoholic,Old-fashioned glass,"Gin,Carbonated water,Sugar,Mint,Orange,Cherry",https://www.thecocktaildb.com/images/media/drink/iprva61606768774.jpg
Gin Daisy,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",Alcoholic,Old-fashioned glass,"Gin,Lemon juice,Sugar,Grenadine,Maraschino cherry,Orange",https://www.thecocktaildb.com/images/media/drink/z6e22f1582581155.jpg
Gin Lemon,"For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served.",Alcoholic,Highball glass,"Gin,Lemon Juice,Lemon Peel,Ice",https://www.thecocktaildb.com/images/media/drink/6gdohq1681212476.jpg
Gin Sling,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,Alcoholic,Old-fashioned glass,"Gin,Lemon,Powdered sugar,Water,Orange peel",https://www.thecocktaildb.com/images/media/drink/8cl9sm1582581761.jpg
Greyhound,"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

",Alcoholic,Collins glass,"Vodka,Grapefruit Juice",https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg
Gin Rickey,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,Alcoholic,Highball glass,"Gin,Grenadine,lemon,Soda Water,Lime",https://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg
Gin Squirt,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",Alcoholic,Highball glass,"Gin,Grenadine,Powdered sugar,Pineapple,Strawberries,Carbonated water",https://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg
Grand Blue,Serve in an old fashioned glass.,Alcoholic,Old-fashioned glass,"Malibu rum,Peach schnapps,Blue Curacao,Sweet and sour",https://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg
Gin Cooler,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,Alcoholic,Collins glass,"Gin,Carbonated water,Powdered sugar,Orange spiral,Lemon peel",https://www.thecocktaildb.com/images/media/drink/678xt11582481163.jpg
Gin Swizzle,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",Alcoholic,Highball glass,"Lime juice,Sugar,Gin,Bitters,Club soda",https://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg
Grass Skirt,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",Alcoholic,Old-fashioned glass,"Gin,Triple sec,Pineapple juice,Grenadine,Pineapple",https://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg
Grasshopper,Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.,Alcoholic,Cocktail glass,"Green Creme de Menthe,Creme de Cacao,Light cream",https://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg
Grim Reaper,Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.,Alcoholic,Old-fashioned glass,"Kahlua,151 proof rum,Grenadine",https://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg
Gin and Soda,"Pour the Gin and Soda water into a highball glass almost filled with ice cubes.
Stir well.
Garnish with the lime wedge.",Alcoholic,Highball glass,"Gin,Soda Water,Lime",https://www.thecocktaildb.com/images/media/drink/nzlyc81605905755.jpg
H.D.,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,Alcoholic,Beer mug,"Whisky,Baileys irish cream,Coffee",https://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg
Honey Bee,"Shake ingredients with crushed ice
",Alcoholic,Margarita glass,"White Rum,Honey,Lemon Juice",https://www.thecocktaildb.com/images/media/drink/vu8l7t1582475673.jpg
Hot Toddy,"STEP 1
Whisk the whisky and honey together and split between 2 heatproof glasses. Add half of the cinnamon stick to each, then top up with 200ml boiling water.

STEP 2
Add a splash of lemon juice to each, then taste and add more to your preference. Finish each with a slice of lemon, studded with a clove, and serve immediately.",Alcoholic,Irish coffee cup,"Whiskey,Honey,Cinnamon,lemon,Cloves",https://www.thecocktaildb.com/images/media/drink/ggx0lv1613942306.jpg
Herbal flame,"Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in.",Alcoholic,Mason jar,"Hot Damn,Tea",https://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg
Horse's Neck,"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.",Alcoholic,Highball glass,"Lemon peel,Brandy,Ginger ale,Bitters",https://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg
Happy Skipper,"Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)",Alcoholic,Highball glass,"Spiced rum,Ginger ale,Lime,Ice",https://www.thecocktaildb.com/images/media/drink/42w2g41487602448.jpg
Hunter's Moon,"Put the Bombay Sapphire, Martini Bianco, sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass, topping up with lemonade and garnishing with a wedge of orange.",Alcoholic,Balloon Glass,"Vermouth,Maraschino Cherry,Sugar Syrup,Lemonade,Blackberries",https://www.thecocktaildb.com/images/media/drink/t0iugg1509556712.jpg
Halloween Punch,"Tip the cherry juice, orange peel, chilli, cinnamon sticks, cloves and ginger into a large saucepan. Simmer for 5 mins, then turn off the heat. Leave to cool, then chill for at least 4 hrs, or up to 2 days – the longer you leave it the more intense the flavours. If serving to young children, take the chilli out after a few hours.

When you’re ready to serve, pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka, do so at this stage. Dangle a fangs sweet from each glass.",Alcoholic,Punch bowl,"Cherry Juice,Orange Peel,Red Chili Flakes,Cloves,Ginger,Vodka",https://www.thecocktaildb.com/images/media/drink/7hcgyj1571687671.jpg
Havana Cocktail,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Alcoholic,Cocktail glass,"Light rum,Pineapple juice,Lemon juice",https://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg
Holloween Punch,"Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine.",Non alcoholic,Punch bowl,"Grape juice,Carbonated soft drink,Sherbet,Sherbet",https://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg
Homemade Kahlua,"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks.",Alcoholic,Collins Glass,"Sugar,Corn syrup,Coffee,Vanilla extract,Water,Vodka",https://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg
Hot Creamy Bush,Combine all ingredients in glass,Alcoholic,Irish coffee cup,"Irish whiskey,Baileys irish cream,Coffee",https://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg
Harvey Wallbanger,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.",Alcoholic,Collins glass,"Vodka,Galliano,Orange juice",https://www.thecocktaildb.com/images/media/drink/7os4gs1606854357.jpg
Hawaiian Cocktail,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Gin,Triple sec,Pineapple juice",https://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg
Hemingway Special,Pour all ingredients into a shaker with ice. Shake.,Alcoholic,Cocktail glass,"Rum,Grapefruit Juice,Maraschino Liqueur,Lime Juice",https://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg
Highland Fling Cocktail,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,Alcoholic,Cocktail glass,"Scotch,Sweet Vermouth,Orange bitters,Olive",https://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg
Hot Chocolate to Die for,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.",Non alcoholic,Coffee mug,"Chocolate,Butter,Vanilla extract,Half-and-half,Marshmallows",https://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg
Ipamena,"Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime",Non alcoholic,Wine Glass,"Lime,Brown sugar,Passion fruit juice,Ginger ale,Ice",https://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg
Ice Pick,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,Alcoholic,Collins Glass,"Vodka,Iced tea,Lemon juice",https://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg
Iced Coffee,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,Non alcoholic,Coffee mug,"Coffee,Sugar,Water,Milk",https://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg
Irish Cream,Mix scotch and milk. Add half-and-half. Add rest.,Alcoholic,Irish coffee cup,"Scotch,Half-and-half,Condensed milk,Coconut syrup,Chocolate syrup",https://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg
Irish Coffee,"Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.",Alcoholic,Irish coffee cup,"Irish whiskey,Coffee,Sugar,Whipped cream",https://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg
Irish Spring,"Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.",Alcoholic,Collins glass,"Irish whiskey,Peach brandy,Orange juice,Sweet and sour,Orange,Cherry",https://www.thecocktaildb.com/images/media/drink/sot8v41504884783.jpg
Imperial Fizz,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Alcoholic,Highball glass,"Light rum,Blended whiskey,Lemon,Powdered sugar,Carbonated water",https://www.thecocktaildb.com/images/media/drink/zj1usl1504884548.jpg
Irish Russian,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,Alcoholic,Highball glass,"Vodka,Kahlua,Coca-Cola,Guinness stout",https://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg
Imperial Cocktail,Shake with ice and strain into cocktail glass.,Alcoholic,Cocktail glass,"Lime juice,Gin,Aperol",https://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg
Iced Coffee Fillip,Mix together in a coffee mug and chill before serving.,Alcoholic,Coffee mug,"Kahlua,Coffee",https://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg
Irish Curdling Cow,"Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",Alcoholic,Highball glass,"Baileys irish cream,Bourbon,Vodka,Orange juice",https://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg
Jam Donut,"Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.",Alcoholic,Shot glass,"Baileys irish cream,Chambord raspberry liqueur,Sugar syrup,Sugar",https://www.thecocktaildb.com/images/media/drink/uuytrp1474039804.jpg
Jitterbug,"Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",Alcoholic,Cocktail Glass,"Gin,Vodka,Grenadine,Lime juice,Sugar,Sugar syrup,Soda water",https://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg
Jackhammer,"Serve over ice- Warning,Deadly!",Alcoholic,Collins Glass,"Jack Daniels,Amaretto",https://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg
Jelly Bean,mix equal parts in pony glass-tastes just like a jelly bean!,Alcoholic,Cordial glass,"Blackberry brandy,Anis",https://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg
Jello shots,"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",Alcoholic,Shot glass,"Vodka,Jello,Water",https://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg
Jamaica Kiss,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,Alcoholic,Hurricane glass,"Coffee liqueur,Light rum,Ice,Milk",https://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg
John Collins,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,Alcoholic,Collins glass,"Bourbon,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange",https://www.thecocktaildb.com/images/media/drink/0t4bv71606854479.jpg
Japanese Fizz,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Alcoholic,Highball glass,"Blended whiskey,Lemon,Powdered sugar,Port,Egg white,Carbonated water",https://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg
